case_id,model_id,model_revision,selected_layer,row,B,L,component,boundary,Q_S,Q_R,RI,tile_evaluations,matrix_N_K_per_copy,copies,valid_resident_bytes,allocated_tile_bytes,resident_tiles,operator_shared_input_overlap_removed,initial_KV_tokens,final_KV_tokens,initial_valid_resident_bytes,appended_tokens,append,directory,results_path,results_sha256,delivery_revision,delivery_sha256,json_pointer
ling_1t/attention_prefill/16384,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_prefill,,16384,QK,operator,134217728,16777216,8,,"[16384,128]",8,16777216,16777216,1024,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":131072,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/25/result/parts/QK/operator
ling_1t/attention_prefill/16384,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_prefill,,16384,AV,ports,8590458880,16777216,16385/32,67633152,"[128,16384]",8,16777216,16777216,1024,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":131072,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/25/result/parts/AV/ports
ling_1t/attention_prefill/16384,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_prefill,,16384,AV,operator,8590458880,16777216,16385/32,,"[128,16384]",8,16777216,16777216,1024,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":131072,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/25/result/parts/AV/operator
ling_1t/attention_prefill/131072,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_prefill,,131072,total,ports,1100052692992,268435456,262273/64,8598323200,,,268435456,268435456,16384,0,0,131072,0,131072,,table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/26/result/ports
ling_1t/attention_prefill/131072,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_prefill,,131072,total,operator,550833750016,268435456,131329/64,,,,268435456,268435456,16384,0,0,131072,0,131072,,table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/26/result/operator
ling_1t/attention_prefill/131072,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_prefill,,131072,QK,ports,550292684800,134217728,4100,4299161600,"[131072,128]",8,134217728,134217728,8192,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":1048576,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/26/result/parts/QK/ports
ling_1t/attention_prefill/131072,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_prefill,,131072,QK,operator,1073741824,134217728,8,,"[131072,128]",8,134217728,134217728,8192,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":1048576,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/26/result/parts/QK/operator
ling_1t/attention_prefill/131072,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_prefill,,131072,AV,ports,549760008192,134217728,131073/32,4299161600,"[128,131072]",8,134217728,134217728,8192,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":1048576,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/26/result/parts/AV/ports
ling_1t/attention_prefill/131072,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_prefill,,131072,AV,operator,549760008192,134217728,131073/32,,"[128,131072]",8,134217728,134217728,8192,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":1048576,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/26/result/parts/AV/operator
ling_1t/attention_decode/1024,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_decode,,1024,total,ports,131072,2048,64,1024,,,2097152,2097152,128,0,1023,1024,2095104,1,,table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/27/result/ports
ling_1t/attention_decode/1024,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_decode,,1024,total,operator,73728,2048,36,,,,2097152,2097152,128,0,1023,1024,2095104,1,,table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/27/result/operator
ling_1t/attention_decode/1024,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_decode,,1024,QK,ports,65536,1024,64,512,"[1024,128]",8,1048576,1048576,64,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":8,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/27/result/parts/QK/ports
ling_1t/attention_decode/1024,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_decode,,1024,QK,operator,8192,1024,8,,"[1024,128]",8,1048576,1048576,64,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":8,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/27/result/parts/QK/operator
ling_1t/attention_decode/1024,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_decode,,1024,AV,ports,65536,1024,64,512,"[128,1024]",8,1048576,1048576,64,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":8,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/27/result/parts/AV/ports
ling_1t/attention_decode/1024,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_decode,,1024,AV,operator,65536,1024,64,,"[128,1024]",8,1048576,1048576,64,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":8,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/27/result/parts/AV/operator
ling_1t/attention_decode/16384,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_decode,,16384,total,ports,2097152,2048,1024,16384,,,33554432,33554432,2048,0,16383,16384,33552384,1,,table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/28/result/ports
ling_1t/attention_decode/16384,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_decode,,16384,total,operator,1056768,2048,516,,,,33554432,33554432,2048,0,16383,16384,33552384,1,,table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/28/result/operator
ling_1t/attention_decode/16384,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_decode,,16384,QK,ports,1048576,1024,1024,8192,"[16384,128]",8,16777216,16777216,1024,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":8,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/28/result/parts/QK/ports
ling_1t/attention_decode/16384,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_decode,,16384,QK,operator,8192,1024,8,,"[16384,128]",8,16777216,16777216,1024,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":8,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/28/result/parts/QK/operator
ling_1t/attention_decode/16384,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_decode,,16384,AV,ports,1048576,1024,1024,8192,"[128,16384]",8,16777216,16777216,1024,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":8,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/28/result/parts/AV/ports
ling_1t/attention_decode/16384,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_decode,,16384,AV,operator,1048576,1024,1024,,"[128,16384]",8,16777216,16777216,1024,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":8,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/28/result/parts/AV/operator
ling_1t/attention_decode/131072,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_decode,,131072,total,ports,16777216,2048,8192,131072,,,268435456,268435456,16384,0,131071,131072,268433408,1,,table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/29/result/ports
ling_1t/attention_decode/131072,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_decode,,131072,total,operator,8396800,2048,4100,,,,268435456,268435456,16384,0,131071,131072,268433408,1,,table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/29/result/operator
ling_1t/attention_decode/131072,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_decode,,131072,QK,ports,8388608,1024,8192,65536,"[131072,128]",8,134217728,134217728,8192,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":8,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/29/result/parts/QK/ports
ling_1t/attention_decode/131072,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_decode,,131072,QK,operator,8192,1024,8,,"[131072,128]",8,134217728,134217728,8192,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[1,128]],""logical_slice_write_events"":8,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/29/result/parts/QK/operator
ling_1t/attention_decode/131072,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_decode,,131072,AV,ports,8388608,1024,8192,65536,"[128,131072]",8,134217728,134217728,8192,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":8,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/29/result/parts/AV/ports
ling_1t/attention_decode/131072,ling_1t,268f2aa76aa8cf5b36ca33805481cea91133327e,4,attention_decode,,131072,AV,operator,8388608,1024,8192,,"[128,131072]",8,134217728,134217728,8192,,,,,,"{""valid_slice_N_K_per_head_per_token"":[[128,1]],""logical_slice_write_events"":8,""events_are_not_device_write_transactions"":true,""per_token_logical_slice_write_events"":8,""valid_write_bytes_per_token"":1024}",table_IIb/03_attention,table_IIb/03_attention/data/results.json,7f552ac50508897407e7856c96221a3a73e2ac28ff5629b512a9f35736875107,1,e0e1012922866def44382db5340c409bce49d90a85ab6f7642d96174d65e2cfa,/cases/29/result/parts/AV/operator
mimo_v25_pro/qkv_projection/one_token,mimo_v25_pro,21d1ecfecd7bd70f31be25ca49d7edd21f003659,7,qkv_projection,,,total,ports,1302528,0,∞,10176,,,166723584,166723584,10176,12288,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/5/result/ports
mimo_v25_pro/qkv_projection/one_token,mimo_v25_pro,21d1ecfecd7bd70f31be25ca49d7edd21f003659,7,qkv_projection,,,total,operator,6144,0,∞,,,,166723584,166723584,10176,12288,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/5/result/operator
mimo_v25_pro/qkv_projection/one_token,mimo_v25_pro,21d1ecfecd7bd70f31be25ca49d7edd21f003659,7,qkv_projection,,,Q,ports,1179648,0,∞,9216,"[24576,6144]",1,150994944,150994944,9216,,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/5/result/parts/Q/ports
mimo_v25_pro/qkv_projection/one_token,mimo_v25_pro,21d1ecfecd7bd70f31be25ca49d7edd21f003659,7,qkv_projection,,,Q,operator,6144,0,∞,,"[24576,6144]",1,150994944,150994944,9216,,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/5/result/parts/Q/operator
mimo_v25_pro/qkv_projection/one_token,mimo_v25_pro,21d1ecfecd7bd70f31be25ca49d7edd21f003659,7,qkv_projection,,,K,ports,73728,0,∞,576,"[1536,6144]",1,9437184,9437184,576,,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/5/result/parts/K/ports
mimo_v25_pro/qkv_projection/one_token,mimo_v25_pro,21d1ecfecd7bd70f31be25ca49d7edd21f003659,7,qkv_projection,,,K,operator,6144,0,∞,,"[1536,6144]",1,9437184,9437184,576,,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/5/result/parts/K/operator
mimo_v25_pro/qkv_projection/one_token,mimo_v25_pro,21d1ecfecd7bd70f31be25ca49d7edd21f003659,7,qkv_projection,,,V,ports,49152,0,∞,384,"[1024,6144]",1,6291456,6291456,384,,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/5/result/parts/V/ports
mimo_v25_pro/qkv_projection/one_token,mimo_v25_pro,21d1ecfecd7bd70f31be25ca49d7edd21f003659,7,qkv_projection,,,V,operator,6144,0,∞,,"[1024,6144]",1,6291456,6291456,384,,,,,,,table_IIb/01_qkv_projection,table_IIb/01_qkv_projection/data/results.json,c342f0781f396df3d18d6bfcc94bdef95c3846f9985a8ca0e038297f0ef69a27,2,6377df5399a9a6333fa9a7374c93047504437936cac7d1b596046aba82eb1297,/cases/5/result/parts/V/operator
mimo_v25_pro/ffn_or_moe/8,mimo_v25_pro,21d1ecfecd7bd70f31be25ca49d7edd21f003659,7,ffn_or_moe,8,,total,ports,2359296,37748736,1/16,18432,,,37748736,37748736,2304,49152,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/15/result/ports
mimo_v25_pro/ffn_or_moe/8,mimo_v25_pro,21d1ecfecd7bd70f31be25ca49d7edd21f003659,7,ffn_or_moe,8,,total,operator,65536,37748736,1/576,,,,37748736,37748736,2304,49152,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/15/result/operator
mimo_v25_pro/ffn_or_moe/8,mimo_v25_pro,21d1ecfecd7bd70f31be25ca49d7edd21f003659,7,ffn_or_moe,8,,gate,ports,786432,12582912,1/16,6144,"[2048,6144]",1,12582912,12582912,768,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/15/result/parts/gate/ports
mimo_v25_pro/ffn_or_moe/8,mimo_v25_pro,21d1ecfecd7bd70f31be25ca49d7edd21f003659,7,ffn_or_moe,8,,gate,operator,49152,12582912,1/256,,"[2048,6144]",1,12582912,12582912,768,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/15/result/parts/gate/operator
mimo_v25_pro/ffn_or_moe/8,mimo_v25_pro,21d1ecfecd7bd70f31be25ca49d7edd21f003659,7,ffn_or_moe,8,,up,ports,786432,12582912,1/16,6144,"[2048,6144]",1,12582912,12582912,768,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/15/result/parts/up/ports
mimo_v25_pro/ffn_or_moe/8,mimo_v25_pro,21d1ecfecd7bd70f31be25ca49d7edd21f003659,7,ffn_or_moe,8,,up,operator,49152,12582912,1/256,,"[2048,6144]",1,12582912,12582912,768,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/15/result/parts/up/operator
mimo_v25_pro/ffn_or_moe/8,mimo_v25_pro,21d1ecfecd7bd70f31be25ca49d7edd21f003659,7,ffn_or_moe,8,,down,ports,786432,12582912,1/16,6144,"[6144,2048]",1,12582912,12582912,768,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/15/result/parts/down/ports
mimo_v25_pro/ffn_or_moe/8,mimo_v25_pro,21d1ecfecd7bd70f31be25ca49d7edd21f003659,7,ffn_or_moe,8,,down,operator,16384,12582912,1/768,,"[6144,2048]",1,12582912,12582912,768,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/15/result/parts/down/operator
mimo_v25_pro/ffn_or_moe/64,mimo_v25_pro,21d1ecfecd7bd70f31be25ca49d7edd21f003659,7,ffn_or_moe,64,,total,ports,18874368,37748736,1/2,147456,,,37748736,37748736,2304,393216,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/16/result/ports
mimo_v25_pro/ffn_or_moe/64,mimo_v25_pro,21d1ecfecd7bd70f31be25ca49d7edd21f003659,7,ffn_or_moe,64,,total,operator,524288,37748736,1/72,,,,37748736,37748736,2304,393216,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/16/result/operator
mimo_v25_pro/ffn_or_moe/64,mimo_v25_pro,21d1ecfecd7bd70f31be25ca49d7edd21f003659,7,ffn_or_moe,64,,gate,ports,6291456,12582912,1/2,49152,"[2048,6144]",1,12582912,12582912,768,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/16/result/parts/gate/ports
mimo_v25_pro/ffn_or_moe/64,mimo_v25_pro,21d1ecfecd7bd70f31be25ca49d7edd21f003659,7,ffn_or_moe,64,,gate,operator,393216,12582912,1/32,,"[2048,6144]",1,12582912,12582912,768,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/16/result/parts/gate/operator
mimo_v25_pro/ffn_or_moe/64,mimo_v25_pro,21d1ecfecd7bd70f31be25ca49d7edd21f003659,7,ffn_or_moe,64,,up,ports,6291456,12582912,1/2,49152,"[2048,6144]",1,12582912,12582912,768,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/16/result/parts/up/ports
mimo_v25_pro/ffn_or_moe/64,mimo_v25_pro,21d1ecfecd7bd70f31be25ca49d7edd21f003659,7,ffn_or_moe,64,,up,operator,393216,12582912,1/32,,"[2048,6144]",1,12582912,12582912,768,,,,,,,table_IIb/02_ffn_moe,table_IIb/02_ffn_moe/data/results.json,5fc920987cd169108e39c72b5c844d0217b504dedffb8f9fbfce8f0ce40a4e8b,2,de42185a100e94d874030d7df9728cfb0a3787f0f59e9b57c02a9b05b03b7aaf,/cases/16/result/parts/up/operator
